Date,S&P500,Gold,US Gov Bond,USD/JPY
2019-06-11,2887,1326.400024,117.2890625,108.4740003
2019-06-12,2881,1331.900024,117.421875,108.4879961
2019-06-13,2894.5,1339.199951,117.6484375,108.3209945
2019-06-17,2892,1338.699951,117.5546875,108.5390013
2019-06-18,2921.75,1346.599976,117.609375,108.5730021
2019-06-19,2929,1344.599976,117.890625,108.1149972
2019-06-20,2955.75,1392.900024,118.0625,107.2770002
2019-06-24,2952,1414.300049,118.015625,107.3270015
2019-06-25,2922,1414.900024,118.109375,107.1660017
2019-06-26,2918,1411.599976,117.765625,107.7380029
2019-06-27,2931,1408.400024,118.0078125,107.7469978
2019-07-01,2967.75,1385.599976,117.96875,108.3660022
2019-07-02,2979.5,1404.599976,118.1953125,107.8050035
2019-07-08,2978.5,1397,117.671875,108.7209964
2019-07-09,2982,1397.5,117.546875,108.9240076
2019-07-10,2997.5,1410.099976,117.7421875,108.334
2019-07-11,3004,1404.300049,117.5078125,108.5880008
2019-07-15,3017.25,1411.400024,117.6328125,107.8889963
2019-07-16,3007,1409.199951,117.46875,108.2010003
2019-07-17,2985,1421.300049,117.7109375,107.9369983
2019-07-18,2997.5,1426.099976,117.9140625,107.4010004
2019-07-22,2989,1425.300049,117.8515625,107.9040018
2019-07-23,3008,1420.099976,117.71875,108.2320076
2019-07-24,3021.5,1422.800049,117.7578125,108.1890079
2019-07-25,3006.5,1413.900024,117.5859375,108.6660039
2019-07-29,3021.75,1419.599976,117.6796875,108.8659949
2019-07-30,3012.25,1429.699951,117.6171875,108.5619917
2019-07-31,2982.25,1426.099976,117.5546875,108.8199975
2019-08-01,2952,1420.900024,118.390625,107.4310027
2019-08-05,2830,1464.599976,119.0390625,105.5929975
2019-08-06,2876,1472.400024,118.984375,106.3370032
2019-08-07,2880.5,1507.300049,119.1875,106.1209995
2019-08-08,2940,1497.699951,119.015625,105.8740007
2019-08-12,2880.25,1505.300049,119.2265625,105.3579991
2019-08-13,2932,1502.199951,118.765625,106.5899998
2019-08-14,2840.75,1515.900024,119.1328125,105.916005
2019-08-15,2848.5,1519.599976,119.4375,106.0830037
2019-08-19,2923.75,1500.400024,119.2578125,106.5739929
2019-08-20,2898.25,1504.599976,119.3828125,106.274002
2019-08-21,2929.25,1504.599976,119.203125,106.597005
2019-08-22,2922.25,1497.300049,119.0703125,106.4680013
2019-08-26,2883.25,1526.300049,119.34375,105.9779965
2019-08-27,2865.5,1541,119.5234375,105.7380031
2019-08-28,2889.75,1537.800049,119.640625,106.0699987
2019-08-29,2926.75,1526.5,119.4453125,106.4380069
2019-09-03,2906,1545.900024,119.7890625,105.8610052
2019-09-04,2938.5,1550.300049,119.9140625,106.3249992
2019-09-05,2972,1515.400024,119.328125,107.0720038
2019-09-09,2978.25,1502.199951,119.0859375,107.3370009
2019-09-10,2978.5,1490.300049,118.6796875,107.3370009
2019-09-11,3002,1494.400024,118.5703125,107.3370009
2019-09-12,3011.75,1498.699951,118.2734375,107.3370009
2019-09-16,2999,1503.099976,118.046875,107.3370009
2019-09-17,3005.5,1505.099976,118.2265625,107.3370009
2019-09-18,3006.25,1507.5,118.21875,107.3370009
2019-09-19,3006,1498.400024,118.265625,107.3370009
2019-09-23,2997,1523.699951,118.578125,107.3370009
2019-09-24,2970.25,1532.099976,118.9375,107.3370009
2019-09-25,2986.25,1504.599976,118.4921875,107.3370009
2019-09-26,2980.5,1507.5,118.65625,107.3370009
2019-09-30,2978.5,1465.699951,118.7265625,107.3370009
2019-10-01,2937.75,1482,119.4140625,107.3370009
2019-10-02,2880.5,1501,119.7578125,107.3370009
2019-10-03,2911.75,1507.099976,120.1875,107.3370009
2019-10-07,2937.5,1497.699951,119.90625,107.2510046
2019-10-08,2892.5,1497.199951,120.046875,107.2510046
2019-10-09,2919,1506.099976,119.78125,107.1780038
2019-10-10,2941,1494.800049,119.4453125,107.8799994
2019-10-14,2965.5,1491.699951,119.1015625,108.3880004
2019-10-15,2997.75,1477.599976,118.859375,108.8169979
2019-10-16,2991.5,1488,119.015625,108.6770023
2019-10-17,2998,1492.300049,118.9453125,108.581006
2019-10-21,3006.5,1482.400024,118.8515625,108.6009935
2019-10-22,2994.5,1481.699951,118.90625,108.482998
2019-10-23,3005.75,1489.900024,118.9375,108.642002
2019-10-24,3004.25,1498.900024,118.9140625,108.6060025
2019-10-28,3036.25,1490,118.515625,108.7339989
2019-10-29,3035.75,1487,118.5546875,108.9639998
2019-10-30,3047.75,1493.199951,118.6484375,108.8739979
2019-10-31,3035.75,1511.400024,119.203125,108.7890052
2019-11-01,3063.25,1508,119.015625,107.9960018
2019-11-04,3075.75,1508,118.7890625,108.2199974
2019-11-05,3072,1480.800049,118.46875,108.6939993
2019-11-06,3075.5,1490.199951,118.671875,109.1460041
2019-11-07,3086,1464.199951,118.140625,108.9130033
2019-11-08,3090.5,1461.300049,118.1640625,109.2739983
2019-11-11,3087.5,1455.5,118.1015625,109.226
2019-11-12,3092,1452.099976,118.2265625,109.0420016
2019-11-13,3095.5,1461.699951,118.4296875,108.9930009
2019-11-14,3097,1471.800049,118.6796875,108.7980001
2019-11-15,3118.25,1467.300049,118.5625,108.4919971
2019-11-18,3121.75,1470.900024,118.671875,108.6989949
2019-11-19,3118.5,1473.300049,118.6953125,108.662001
2019-11-20,3109,1473.300049,118.8828125,108.4450009
2019-11-21,3104,1463.099976,118.734375,108.4780003
2019-11-22,3111.5,1463.099976,118.65625,108.5850029
2019-11-25,3132.75,1456.599976,118.71875,108.730002
2019-11-26,3143.75,1459.800049,118.8125,108.9919942
2019-11-27,3153.75,1453.400024,118.609375,109.0969986
2019-12-02,3114.25,1462.300049,118.4765625,109.5350013
2019-12-03,3091,1478.199951,119.046875,109.0220064
2019-12-04,3111,1474,118.6953125,108.6529956
2019-12-05,3117.75,1476.900024,118.640625,108.8319979
2019-12-06,3146,1459.099976,118.40625,108.7379961
2019-12-09,3134.5,1459.300049,118.421875,108.6269993
2019-12-10,3136,1462.599976,118.359375,108.5820052
2019-12-11,3143,1469.400024,118.546875,108.7640014
2019-12-12,3168,1466.699951,118.1328125,108.5490083
2019-12-13,3172,1475.599976,118.5078125,109.4130062
2019-12-16,3194.25,1475,118.21875,109.3999968
2019-12-17,3192,1474.599976,118.265625,109.5759914
2019-12-18,3194.75,1472.599976,118.15625,109.5159977
2019-12-19,3207,1478.199951,118.265625,109.5510047
2019-12-20,3231.02002,1474.699951,118.21875,109.3830012
2019-12-23,3227.25,1482.5,118.109375,109.4989995
2019-12-26,3244.5,1509.300049,118.2734375,109.3690075
2019-12-27,3237.5,1513.800049,118.5,109.5419966
2019-12-30,3223.5,1514.5,118.515625,109.4280038
2019-12-31,3231,1519.5,118.4609375,108.8730044
2020-01-02,3259,1524.5,118.6640625,108.7129938
2020-01-03,3235.5,1549.199951,119.0625,108.5429951
2020-01-06,3243.5,1566.199951,118.9609375,107.9640005
2020-01-07,3235.25,1571.800049,118.921875,108.4060016
2020-01-08,3260.25,1557.400024,118.6953125,108.0160027
2020-01-09,3276,1551.699951,118.7421875,109.0309956
2020-01-10,3264.75,1557.5,118.8125,109.5070066
2020-01-13,3289.75,1548.400024,118.75,109.5660065
2020-01-14,3288,1542.400024,118.859375,109.9919918
2020-01-15,3293.75,1552.099976,118.96875,109.8539935
2020-01-16,3316.5,1549,118.8671875,109.882998
2020-01-17,3325,1558.800049,118.828125,110.1750074
2020-01-21,3319.5,1556.400024,119.1171875,110.1729951
2020-01-22,3319.75,1555.300049,119.1171875,109.9080015
2020-01-23,3326,1564.599976,119.21875,109.7280017
2020-01-24,3293.5,1571.099976,119.4765625,109.5519995
2020-01-27,3239.5,1576.800049,119.796875,108.802002
2020-01-28,3278.25,1569.199951,119.6484375,108.9199968
2020-01-29,3272.5,1569.800049,119.8984375,109.1320043
2020-01-30,3289.75,1583.5,120.0625,108.9870048
2020-01-31,3224,1582.900024,120.3203125,108.8770008
2020-02-03,3245.5,1577.199951,120.234375,108.3720068
2020-02-04,3299.5,1550.400024,119.84375,108.6120008
2020-02-05,3335,1557.800049,119.6640625,109.4469991
2020-02-06,3345.25,1565.099976,119.640625,109.8140081
2020-02-07,3325.5,1568.599976,119.921875,109.9679976
2020-02-10,3353,1574.699951,120.0859375,109.6449961
2020-02-11,3357.5,1565.599976,119.8828125,109.7659944
2020-02-12,3380.5,1567.400024,119.7109375,109.8430027
2020-02-13,3377.5,1575.099976,119.7265625,109.8460031
2020-02-14,3381,1582.699951,119.8515625,109.7580055
2020-02-18,3369.25,1600,119.953125,109.8300032
2020-02-19,3387.25,1607.5,119.859375,109.918994
2020-02-20,3369.25,1616.599976,120.046875,111.2100045
2020-02-21,3339.25,1644.599976,120.296875,111.9540082
2020-02-24,3226.25,1672.400024,120.78125,111.557001
2020-02-25,3132.5,1646.900024,121.09375,110.8569989
2020-02-26,3110.25,1640,121.234375,110.2860087
2020-02-27,2957,1640,121.328125,110.3630001
2020-02-28,2951,1564.099976,122.2734375,109.6600013
2020-03-02,3065,1592.300049,122.515625,107.6969934
2020-03-03,2997,1642.099976,122.96875,108.4869986
2020-03-04,3114.75,1641.099976,123.1640625,107.0370051
2020-03-05,3015.5,1666.400024,123.3984375,107.6770024
2020-03-06,2964,1670.800049,123.9765625,106.2479961
2020-03-09,2747.75,1674.5,124.5390625,103.9380024
2020-03-10,2865.75,1659.099976,123.6328125,103.1119965
2020-03-11,2740.25,1641.400024,123.4609375,105.0260006
2020-03-12,2469,1589.300049,123.6484375,104.5500045
2020-03-13,2696,1515.699951,123.1875,104.6099992
2020-03-16,2416.25,1485.900024,124.15625,106.6880078
2020-03-17,2495.5,1524.900024,123.390625,106.1749995
2020-03-18,2414,1477.300049,122.59375,107.3769957
2020-03-19,2403.25,1478.599976,123.3125,108.3599983
2020-03-20,2437.97998,1484,124.0078125,111.2910025
2020-03-23,2220.5,1567,124.8125,110.4619928
2020-03-24,2438,1660.199951,124.34375,110.8270089
2020-03-25,2467,1632.300049,124.5078125,111.1200044
2020-03-26,2608,1650.099976,124.59375,110.8760013
2020-03-27,2524,1623.900024,124.6796875,109.1090047
2020-03-30,2611.25,1622,125.1875,108.0350001
2020-03-31,2569.75,1583.400024,125.203125,107.5080084
2020-04-01,2448,1578.199951,125.390625,107.2570041
2020-04-02,2516.5,1625.699951,125.3125,108.0009986
2020-04-06,2644.5,1677,125.0078125,109.1150032
2020-04-07,2642,1664.800049,124.8125,108.6510056
2020-04-08,2735,1665.400024,124.90625,108.9219966
2020-04-09,2779.75,1736.199951,125.1953125,108.5609929
2020-04-13,2759.25,1744.800049,125.078125,107.622996
2020-04-14,2843,1756.699951,125.171875,107.1039912
2020-04-15,2775,1727.199951,125.5546875,107.608996
2020-04-16,2787.5,1720.400024,125.53125,107.9449955
2020-04-20,2806.5,1701.599976,125.46875,107.6690017
2020-04-21,2732,1678.199951,125.546875,107.7210009
2020-04-22,2788.5,1728.699951,125.3984375,107.8130029
2020-04-23,2780.75,1733.300049,125.359375,107.6670044
2020-04-27,2869,1711.900024,125.2109375,107.2829919
2020-04-28,2867.25,1710.5,125.3828125,106.7409948
2020-04-29,2941,1703.400024,125.4140625,106.6100019
2020-04-30,2902.5,1684.199951,125.484375,107.2850071
2020-05-04,2825.25,1706.900024,125.4296875,106.6969979
2020-05-05,2858.25,1704.400024,125.3828125,106.4519994
2020-05-06,2833.5,1684.199951,125.3515625,106.1910023
2020-05-07,2880,1721.800049,125.765625,106.3589964
2020-05-11,2922.75,1695.300049,125.453125,107.5660049
2020-05-12,2852.5,1704.400024,125.5703125,107.1379967
2020-05-13,2813,1713.900024,125.6796875,106.9329982
2020-05-14,2847,1738.099976,125.7578125,107.3650027
2020-05-18,2948,1731.800049,125.3828125,107.3810011
2020-05-19,2918.75,1744.199951,125.546875,107.8099935
2020-05-20,2968.5,1750.599976,125.640625,107.5909998
2020-05-21,2937,1720.5,125.609375,107.6310007
2020-05-26,2994.5,1704.800049,125.5625,107.4909929
2020-05-27,3035.5,1710.300049,125.625,107.798001
2020-05-28,3038,1713.300049,125.6015625,107.6429993
2020-06-01,3054,1737.800049,125.8203125,107.5480015
2020-06-02,3077,1725.199951,125.71875,108.8090032
2020-06-03,3117.75,1697.800049,125.4453125,108.9989978
2020-06-04,3110.5,1718.900024,125.3515625,109.1499983
2020-06-08,3227.5,1698.300049,125.140625,108.4090005
2020-06-09,3205.5,1714.699951,125.359375,107.7969946
2020-06-10,3186,1713.300049,125.703125,106.9810058
2020-06-11,3010.25,1732,125.796875,106.803
2020-06-15,3073,1720.300049,125.6953125,107.4640008
2020-06-16,3128.75,1729.599976,125.609375,107.4100036
2020-06-17,3118,1729.199951,125.640625,106.8939932
2020-06-18,3109,1724.800049,125.6875,107.0059962
2020-06-22,3110.75,1756.699951,125.6640625,106.9029968
2020-06-23,3118.5,1772.099976,125.71875,106.4320037
2020-06-24,3049,1765.800049,125.7578125,107.0439945
2020-06-25,3070.75,1762.099976,125.765625,107.1549969
2020-06-29,3047.75,1774.800049,125.9921875,107.5899972
2020-06-30,3090.25,1793,125.984375,107.9889962
2020-07-01,3103,1773.199951,125.6015625,107.3660011
2020-07-02,3129,1784,125.703125,107.4969977
2020-07-06,3172,1788.5,125.640625,107.3590018
2020-07-07,3136.5,1804.199951,125.6953125,107.5779997
2020-07-08,3163.5,1815.5,125.7265625,107.2829919
2020-07-09,3141,1799.199951,125.8125,107.2359981
2020-07-13,3148.25,1811,125.6953125,107.2760034
2020-07-14,3183.5,1810.599976,125.7734375,107.2450058
2020-07-15,3219.5,1811.400024,125.7578125,106.9169946
2020-07-16,3194.5,1798.699951,125.8046875,107.2779969
2020-07-20,3245.25,1815.900024,125.7421875,107.1960012
2020-07-21,3251.25,1842.400024,125.8203125,106.8319993
2020-07-22,3265.5,1864.099976,125.8125,107.1750084
2020-07-23,3227.5,1889.099976,125.8203125,106.8379946
2020-07-27,3232.25,1931,125.7421875,105.2610046
2020-07-28,3213,1944.699951,125.875,105.1070033
2020-07-29,3252.5,1953.5,125.9453125,105.0320003
2020-07-30,3248.75,1942.300049,126.046875,104.6830022
2020-08-03,3288.5,1966,126.078125,106.0299977
2020-08-04,3300,2001.199951,126.2109375,105.6139984
2020-08-05,3316,2031.099976,126.09375,105.5530026
2020-08-06,3344.25,2051.5,126.125,105.5810052
2020-08-10,3352.75,2024.400024,126.015625,105.9919938
2020-08-11,3330,1932.599976,125.7265625,106.5210024
2020-08-12,3370,1934.900024,125.7265625,106.8219981
2020-08-13,3367.75,1956.699951,125.6171875,106.9860051
2020-08-17,3379.75,1985,125.7890625,105.9950072
2020-08-18,3387,1999.400024,125.8203125,105.2240035
2020-08-19,3372.75,1958.699951,125.8359375,106.0790002
2020-08-20,3380.75,1933.800049,125.875,105.6649982
2020-08-24,3427.5,1927.699951,125.7890625,105.9929982
2020-08-25,3443,1911.800049,125.75,106.4050031
2020-08-26,3480.25,1940.699951,125.75,105.8560061
2020-08-27,3485.25,1921.599976,125.671875,106.6370008
2020-08-31,3499,1967.599976,125.9140625,106.0039959
2020-09-01,3527,1968.199951,125.9453125,105.8960013
2020-09-02,3579.25,1934.400024,125.9375,106.2079973
2020-09-03,3461.5,1927.599976,126.0234375,106.0860013
2020-09-08,3335.5,1933,125.859375,105.9679977
2020-09-09,3400.25,1944.699951,125.84375,106.2309988
2020-09-10,3340.5,1954.199951,125.8984375,106.1429979
2020-09-14,3382.5,1953.099976,125.921875,105.7149961
2020-09-15,3405.25,1956.300049,125.890625,105.3809957
2020-09-16,3389.5,1960.199951,125.875,105.0619989
2020-09-17,3361.5,1940,125.890625,104.6979969
2020-09-21,3275,1901.199951,125.890625,104.690004
2020-09-22,3299.25,1898.599976,125.9453125,105.0339935
2020-09-23,3231.25,1859.900024,125.890625,105.3040005
2020-09-24,3238,1868.300049,125.90625,105.4350008
2020-09-28,3346,1872.800049,125.9453125,105.4330027
2020-09-29,3333.75,1894.300049,126.0078125,105.664
2020-09-30,3352,1887.5,125.921875,105.4509987
2020-10-01,3367.75,1908.400024,126.0234375,105.5430008
2020-10-05,3393,1912.5,125.7578125,105.7070033
2020-10-06,3353.25,1901.099976,125.7890625,105.6399962
2020-10-07,3406.75,1883.599976,125.6640625,105.9649963
2020-10-08,3437.5,1888.599976,125.765625,106.0180001
2020-10-12,3532.75,1922.5,125.7265625,105.3390013
2020-10-13,3504.75,1888.5,125.890625,105.4700058
2020-10-14,3481,1901.300049,125.890625,105.1390008
2020-10-15,3475.5,1903.199951,125.84375,105.3600047
2020-10-19,3422.75,1906.400024,125.7578125,105.4700058
2020-10-20,3432.25,1910.400024,125.71875,105.4769993
2020-10-21,3432.5,1924.599976,125.671875,104.6760014
2020-10-22,3449.25,1901.099976,125.5703125,104.9209932
2020-10-26,3393.5,1902.699951,125.6796875,104.6830022
2020-10-27,3383,1908.800049,125.7578125,104.831996
2020-10-28,3263.5,1876.199951,125.765625,104.5449962
2020-10-29,3302.25,1865.599976,125.6484375,104.314999
2020-10-30,3264.75,1877.400024,125.6015625,104.5540054
2020-11-02,3300.5,1890.400024,125.6015625,104.5800034
2020-11-03,3361.5,1908.5,125.5390625,104.7249961
2020-11-04,3435,1894.599976,125.859375,104.5459937
2020-11-05,3504.75,1945.300049,125.7890625,104.438002
2020-11-06,3500.75,1950.300049,125.65625,103.602992
2020-11-09,3544,1853.199951,125.2734375,103.252994
2020-11-10,3541,1875.400024,125.2109375,105.1370036
2020-11-11,3568,1860.699951,125.25,105.2600036
2020-11-12,3532.5,1872.599976,125.5,105.4150024
2020-11-13,3582,1885.699951,125.4765625,105.0899987
2020-11-16,3623,1887.300049,125.453125,104.6760014
2020-11-17,3606.75,1884.5,125.546875,104.540996
2020-11-18,3565,1873.5,125.4921875,104.1810034
2020-11-19,3580,1861.099976,125.5546875,103.8939934
2020-11-20,3554.25,1872.599976,125.6015625,103.8249975
2020-11-23,3576,1837.800049,125.5546875,103.8169968
2020-11-24,3632.75,1804.800049,125.5546875,104.5249982
2020-11-25,3627.25,1805.699951,125.5703125,104.5130031
2020-11-30,3623.25,1775.699951,125.6953125,104.081996
2020-12-01,3660.5,1814.099976,125.390625,104.2989994
2020-12-02,3667.25,1825.699951,125.4375,104.3089999
2020-12-03,3664.5,1836.800049,125.5234375,104.4579972
2020-12-04,3698,1835.900024,125.46875,103.8229998
2020-12-07,3690.75,1861.800049,125.6015625,104.1979982
2020-12-08,3702,1870.800049,125.6015625,103.9980017
2020-12-09,3672.5,1834.599976,125.5234375,104.1350007
2020-12-10,3668.5,1833.599976,125.65625,104.2720068
2020-12-11,3661.25,1839.800049,125.78125,104.1820041
2020-12-14,3646.5,1828.699951,125.78125,103.9389985
2020-12-15,3694.5,1852.300049,125.7109375,104.0099998
2020-12-16,3700.75,1856.099976,125.7421875,103.6340002
2020-12-17,3721.25,1887.199951,125.703125,103.4749962
2020-12-18,3726.25,1885.699951,125.6953125,103.1309918
2020-12-21,3685.75,1879.199951,125.6796875,103.4570003
2020-12-22,3677.25,1866.599976,125.765625,103.3399956
2020-12-23,3681.5,1874.699951,125.734375,103.5339927
2020-12-28,3727.5,1877.199951,125.78125,103.5329944
2020-12-29,3720,1879.699951,125.7890625,103.6890027
2020-12-30,3724.25,1891,125.8125,103.5589965
2020-12-31,3748.75,1893.099976,125.859375,103.1209981
2021-01-04,3692.25,1944.699951,126.203125,103.238996
2021-01-05,3718.25,1952.699951,126.078125,103.1249993
2021-01-06,3740.5,1906.900024,125.7890625,102.6779988
2021-01-07,3795.5,1912.300049,125.7109375,103.0240041
2021-01-08,3817.5,1834.099976,125.59375,103.7900023
2021-01-11,3792,1849.599976,125.515625,104.0910063
2021-01-12,3794.5,1842.900024,125.484375,104.1280023
2021-01-13,3803.75,1853.599976,125.6171875,103.7520029
2021-01-14,3791.25,1850.300049,125.578125,103.8369959
2021-01-15,3762.25,1829.300049,125.71875,103.8279994
2021-01-19,3790.5,1839.5,125.765625,103.7030028
2021-01-20,3845,1865.900024,125.7734375,103.8969992
2021-01-21,3846,1865.300049,125.78125,103.5550015
2021-01-22,3834.25,1855.699951,125.84375,103.5059977
2021-01-25,3848.5,1854.900024,125.9609375,103.7770017
2021-01-26,3842.5,1850.699951,125.953125,103.7600036
2021-01-27,3744.25,1844.900024,126.0234375,103.602992
2021-01-28,3779.25,1837.900024,125.9296875,104.143
2021-01-29,3705.25,1847.300049,125.875,104.2909964
2021-02-01,3765.75,1860.800049,125.96875,104.6859927
2021-02-02,3818.25,1830.5,125.875,104.8809934
2021-02-03,3823.5,1832.199951,125.8046875,105.0280038
2021-02-04,3864.5,1788.900024,125.8203125,104.9950061
2021-02-05,3880.25,1810.900024,125.796875,105.5719946
2021-02-08,3908,1831.900024,125.7421875,105.3999983
2021-02-09,3905.5,1835.300049,125.75,105.2100021
2021-02-10,3903,1840.599976,125.8515625,104.5749922
2021-02-11,3912,1824.900024,125.84375,104.6149933
2021-02-12,3931,1821.599976,125.7421875,104.7409938
2021-02-16,3927.75,1797.199951,125.390625,105.387005
2021-02-17,3928,1771.099976,125.40625,106.1029943
2021-02-18,3909.5,1773.400024,125.4765625,105.8610052
2021-02-19,3903,1775.800049,125.3515625,105.6520019
2021-02-22,3873.5,1806.699951,125.2734375,105.5140022
2021-02-23,3878,1804.400024,125.3515625,104.9840011
2021-02-24,3922.5,1796.400024,125.203125,105.2829988
2021-02-25,3828,1774.400024,124.3359375,105.9440019
2021-02-26,3809.25,1728.099976,124.4140625,106.3789963
2021-03-01,3898.75,1722.5,124.75,106.5029985
2021-03-02,3867.5,1733.099976,124.9375,106.8509972
2021-03-03,3816.75,1715.300049,124.6796875,106.7580072
2021-03-04,3765.5,1700.199951,124.453125,107.0579973
2021-03-05,3839,1698,124.4296875,107.9550019
2021-03-08,3819.25,1677.699951,124.125,108.4189946
2021-03-09,3873.25,1716.599976,124.265625,108.939004
2021-03-10,3896.5,1721.5,124.40625,108.5769984
2021-03-11,3936.75,1722.300049,124.4609375,108.4320016
2021-03-12,3942.25,1719.5,124.1796875,108.5550003
2021-03-15,3967.5,1728.900024,124.2421875,109.1169991
